"","Credit.Rating","Balance.of.Current.Account","Duration.of.Credit","Payment.of.Previous.Credits","Purpose.of.Credit","Amount.of.Credit","Value.of.Savings","Employed.by.Current.Employer.for","Installment.in...of.Available.Income","Marital.Status","Gender","Living.in.Current.Household.for","Most.Valuable.Assets","Age","Further.running.credits","Type.of.Apartment","Number.of.previous.credits.at.this.bank","Occupation"
"919","good",">$300",24,"paid back","furniture",7144.2,"no savings","<1 year","15- 25","married/widowed","male","5-8 years","ownership of house or land",45,"no further running credits","owned","5- 6","skilled employee"
"920","good",">$300",9,"no previous credits","furniture",3775.8,"no savings","1-5 years","> 35","single","male","1-5 years","no assets",30,"no further running credits","rented","one","skilled employee"
"921","good","no running account",18,"paid back","used car",1468.6,"no savings","<1 year","< 15","divorced/living apart/married","female",">8 years","car",19,"no further running credits","free","one","skilled employee"
"922","good","no balance",24,"no problems with current credits","other",2751,">1400","1-5 years","< 15","divorced/living apart/married","female",">8 years","life insurance",40,"no further running credits","free","2- 4","skilled employee"
"923","good","no balance",30,"hesistant","retraining",5909.4,"no savings","1-5 years","25-35","divorced/living apart/married","female","< 1 year","life insurance",26,"no further running credits","rented","2- 4","skilled employee"
"924","good",">$300",48,"paid back","new car",12401.2,">1400","5-8 years","25-35","single","male","< 1 year","ownership of house or land",33,"no further running credits","owned","2- 4","skilled employee"
"925","good","no balance",15,"no previous credits","household appliances",2119.6,"<140","1-5 years","< 15","single","male","1-5 years","no assets",20,"no further running credits","rented","one","skilled employee"
"926","good","no running account",15,"paid back","used car",1365,"no savings","1-5 years","25-35","divorced/living apart","male","5-8 years","car",23,"no further running credits","rented","2- 4","skilled employee"
"927","bad","no balance",15,"no problems with current credits","household appliances",2116.8,"700-1400","1-5 years","15- 25","married/widowed","male","5-8 years","car",59,"at department store","rented","2- 4","skilled employee"
"928","bad","no running account",21,"no problems with current credits","repair",4779.6,"no savings","<1 year","25-35","single","male","< 1 year","car",24,"at department store","rented","2- 4","skilled employee"
"929","good",">$300",6,"paid back","other",9465.4,"no savings","5-8 years","> 35","single","male","5-8 years","ownership of house or land",43,"no further running credits","rented","2- 4","executive/self-employed"
"930","good","no balance",42,"problematic running accounts","new car",12996.2,"no savings","unemployed","> 35","single","male","1-5 years","ownership of house or land",53,"at other banks","owned","one","executive/self-employed"
"931","bad","no running account",24,"no previous credits","used car",4683,"no savings","> 8 years","< 15","single","male","1-5 years","car",37,"no further running credits","free","one","executive/self-employed"
"932","good",">$300",24,"no previous credits","other",1950.2,"no savings","1-5 years","25-35","single","male","1-5 years","no assets",29,"no further running credits","rented","one","skilled employee"
"933","bad","<= $300",24,"paid back","other",1881.6,">1400","5-8 years","< 15","single","male","1-5 years","no assets",35,"at other banks","rented","2- 4","unskilled with permanant residence"
"934","good",">$300",14,"no problems with current credits","other",1122.8,"no savings","1-5 years","< 15","single","male","1-5 years","life insurance",25,"no further running credits","rented","2- 4","unskilled with permanant residence"
"935","good","no running account",36,"no previous credits","new car",7690.2,"no savings","> 8 years","25-35","single","male",">8 years","ownership of house or land",40,"no further running credits","owned","one","skilled employee"
"936","good",">$300",10,"no previous credits","other",2235.8,"140-700","1-5 years","15- 25","single","male","1-5 years","ownership of house or land",38,"no further running credits","free","one","unskilled with permanant residence"
"937","good","no running account",12,"no previous credits","used car",3607.8,"no savings","1-5 years","25-35","divorced/living apart","male","< 1 year","life insurance",40,"no further running credits","rented","one","skilled employee"
"938","bad","no running account",36,"no previous credits","repair",2767.8,">1400","> 8 years","< 15","single","male",">8 years","ownership of house or land",38,"no further running credits","rented","one","executive/self-employed"
"939","bad",">$300",18,"no previous credits","used car",2146.2,"no savings","<1 year","< 15","married/widowed","male","< 1 year","car",41,"no further running credits","rented","one","unskilled with permanant residence"
"940","good",">$300",48,"paid back","furniture",5009.2,">1400","> 8 years","< 15","single","male","< 1 year","no assets",45,"no further running credits","rented","one","skilled employee"
"941","bad","no running account",36,"paid back","used car",8720.6,"no savings","<1 year","< 15","divorced/living apart/married","female",">8 years","ownership of house or land",21,"no further running credits","free","2- 4","unskilled with permanant residence"
"942","good","no balance",18,"no previous credits","other",8212.4,"<140","1-5 years","25-35","single","male","1-5 years","life insurance",28,"no further running credits","rented","2- 4","skilled employee"
"943","good",">$300",39,"no previous credits","new car",12023.2,"<140","> 8 years","< 15","single","male","1-5 years","life insurance",43,"no further running credits","rented","one","executive/self-employed"
"944","good","no balance",18,"paid back","furniture",2513,"no savings","> 8 years","15- 25","divorced/living apart/married","female",">8 years","no assets",46,"at other banks","free","2- 4","unskilled with permanant residence"
"945","good",">$300",15,"paid back","furniture",2042.6,"no savings","1-5 years","< 15","divorced/living apart/married","female","1-5 years","life insurance",41,"no further running credits","rented","one","unskilled with permanant residence"
"946","bad","<= $300",30,"no problems with current credits","retraining",2671.2,"no savings","> 8 years","< 15","single","male",">8 years","no assets",64,"no further running credits","rented","one","executive/self-employed"
"947","good","no balance",48,"no previous credits","other",11881.8,">1400","5-8 years","> 35","divorced/living apart/married","female","1-5 years","life insurance",22,"no further running credits","rented","one","skilled employee"
"948","good","no balance",12,"no previous credits","furniture",1621.2,"140-700","1-5 years","15- 25","divorced/living apart","male","< 1 year","life insurance",24,"no further running credits","rented","one","skilled employee"
"949","bad","no running account",24,"no problems with current credits","furniture",1433.6,"no savings","<1 year","< 15","married/widowed","male",">8 years","no assets",46,"at department store","rented","one","skilled employee"
"950","good",">$300",6,"no previous credits","repair",2153.2,"no savings","<1 year","> 35","divorced/living apart/married","female","1-5 years","ownership of house or land",54,"no further running credits","rented","one","skilled employee"
"951","good","no running account",8,"paid back","other",4757.2,"no savings","5-8 years","> 35","single","male",">8 years","no assets",37,"no further running credits","rented","2- 4","unskilled with permanant residence"
"952","good","no running account",24,"no previous credits","retraining",9195.2,"no savings","1-5 years","25-35","married/widowed","male","1-5 years","life insurance",19,"at department store","rented","one","unskilled with permanant residence"
"953","good",">$300",4,"no previous credits","used car",841.4,"no savings","<1 year","> 35","divorced/living apart/married","female","5-8 years","no assets",21,"no further running credits","free","one","unskilled with permanant residence"
"954","good","no balance",18,"paid back","used car",5056.8,"no savings","> 8 years","15- 25","divorced/living apart/married","female",">8 years","car",35,"no further running credits","rented","one","skilled employee"
"955","bad","no running account",18,"no previous credits","furniture",1883,"no savings","1-5 years","< 15","married/widowed","male","5-8 years","no assets",24,"no further running credits","rented","one","skilled employee"
